Order,PID,MS_SubClass,Lot_Frontage,Lot_Area,Lot_Shape,Land_Contour,Lot_Config,Neighborhood,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Exterior_1st,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,Bsmt_Unf_SF,Total_Bsmt_SF,Central_Air,Electrical,SF_1st_Flr,SF_2nd_Flr,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Ssn3_Porch,Screen_Porch,Fence,Misc_Val,Mo_Sold,Yr_Sold,SaleCondition,SalePrice
791,905451340,20,68,9571,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,3,1958,1958,Gable,BrkComm,TA,Fa,CBlock,TA,Fa,No,Unf,0,1276,1276,Y,FuseA,1276,0,1276,0,0,1,0,3,TA,5,0,NA,Attchd,1958,Unf,1,350,TA,TA,0,0,0,0,0,NA,0,6,2009,Abnorml,60000
792,905452040,60,50,9350,Reg,Bnk,Inside,Edwards,1Fam,2Story,6,7,1946,1950,Hip,MetalSd,TA,TA,CBlock,TA,TA,No,BLQ,342,405,747,Y,SBrkr,892,747,1639,0,0,1,1,3,Gd,6,1,Gd,Detchd,1946,Unf,1,240,TA,TA,0,50,0,0,0,NA,0,7,2009,Normal,154400
793,905452050,30,50,9340,Reg,Lvl,Inside,Edwards,1Fam,1Story,4,6,1941,1950,Hip,MetalSd,TA,TA,CBlock,TA,TA,No,Rec,344,328,672,Y,SBrkr,672,0,672,1,0,1,0,2,TA,4,0,NA,Attchd,1941,Unf,1,234,TA,TA,0,113,0,0,0,NA,0,8,2009,Normal,113000
794,905475160,20,62,7440,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,6,1954,1954,Gable,Wd Sdng,TA,TA,CBlock,Gd,TA,No,BLQ,173,916,1089,Y,SBrkr,1089,0,1089,1,0,1,0,3,TA,5,1,Gd,Detchd,1954,RFn,1,252,TA,TA,328,0,0,0,0,MnPrv,0,9,2009,Normal,125000
795,905475500,20,,11500,IR1,Lvl,CulDSac,Edwards,1Fam,1Story,4,3,1957,1957,Gable,Wd Sdng,TA,Gd,Slab,NA,NA,NA,NA,0,0,0,N,SBrkr,845,0,845,0,0,1,0,3,TA,5,0,NA,Detchd,1957,Unf,1,290,TA,TA,186,0,0,0,0,NA,0,1,2009,Normal,84000
796,905476230,120,42,4235,Reg,Lvl,Inside,Edwards,TwnhsE,1Story,5,5,1984,1984,Gable,HdBoard,Gd,TA,CBlock,Gd,TA,Mn,GLQ,552,104,1049,Y,SBrkr,1049,0,1049,1,0,2,0,2,Gd,5,0,NA,Attchd,1984,Fin,1,266,TA,TA,0,105,0,0,0,NA,0,2,2009,Normal,139500
797,905478030,50,60,11409,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,5,4,1949,2008,Gable,Wd Sdng,TA,TA,CBlock,TA,TA,No,LwQ,292,476,768,Y,SBrkr,1148,568,1716,0,0,1,1,3,TA,8,1,Gd,Attchd,1949,Unf,1,281,TA,TA,0,0,0,0,160,NA,0,1,2009,Normal,131000
798,905480030,50,60,9060,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,6,5,1939,1950,Gable,WdShing,TA,TA,BrkTil,TA,TA,Mn,Rec,204,356,560,Y,SBrkr,698,560,1258,0,0,1,0,2,TA,6,0,NA,Detchd,1939,Unf,1,280,TA,TA,0,0,0,0,0,MnPrv,0,10,2009,Normal,105000
799,905480210,70,60,9084,Reg,Lvl,Inside,Edwards,1Fam,2Story,4,5,1940,1950,Gable,MetalSd,TA,TA,CBlock,TA,TA,Mn,Unf,0,755,755,Y,SBrkr,755,755,1510,1,0,1,0,4,TA,7,1,Gd,Detchd,1940,Unf,1,296,Fa,Po,120,0,0,0,0,MnPrv,0,10,2009,Normal,108000
800,906201021,80,74,10778,IR1,Lvl,Inside,SawyerW,1Fam,SLvl,7,6,1990,1991,Gable,HdBoard,Gd,TA,PConc,Gd,TA,No,GLQ,460,308,1054,Y,SBrkr,1061,0,1061,1,0,1,1,1,Gd,4,0,NA,Attchd,1990,Unf,2,462,TA,TA,114,36,0,0,0,NA,0,7,2009,Normal,162000
801,906201050,80,66,19255,IR1,Lvl,Inside,SawyerW,1Fam,SLvl,6,5,1983,1983,Gable,Wd Sdng,Gd,TA,CBlock,Gd,TA,Av,Rec,70,0,520,Y,SBrkr,1338,0,1338,0,0,1,1,2,Gd,5,1,Po,Attchd,1983,Unf,2,576,TA,TA,0,0,0,0,0,NA,600,9,2009,Normal,156500
802,906201130,50,79,12327,IR1,Low,Inside,SawyerW,1Fam,1.5Fin,8,8,1983,2009,Gable,Wd Sdng,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1441,55,1496,Y,SBrkr,1496,636,2132,1,0,1,1,1,Gd,5,1,Gd,BuiltIn,1983,Fin,2,612,Gd,TA,349,40,0,0,0,NA,0,9,2009,Normal,316600
803,906203120,20,90,14684,IR1,Lvl,CulDSac,SawyerW,1Fam,1Story,7,7,1990,1991,Hip,HdBoard,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485,1496,2158,Y,SBrkr,2196,0,2196,0,0,2,0,3,Gd,7,1,TA,Attchd,1990,RFn,3,701,TA,TA,84,70,0,0,0,NA,0,6,2009,Normal,271900
804,906223060,60,75,9317,Reg,Lvl,Inside,SawyerW,1Fam,2Story,7,5,1993,1993,Gable,HdBoard,Gd,TA,PConc,Gd,TA,No,ALQ,513,227,740,Y,SBrkr,1006,769,1775,1,0,2,1,3,Gd,7,1,TA,Attchd,1993,Unf,2,425,TA,TA,234,72,192,0,0,NA,0,7,2009,Normal,213000
805,906223080,60,85,10560,Reg,Lvl,Corner,SawyerW,1Fam,2Story,7,5,1993,1994,Gable,VinylSd,Gd,Gd,PConc,Gd,Gd,No,GLQ,474,605,1079,Y,SBrkr,1079,800,1879,1,0,2,1,3,Gd,8,1,TA,Attchd,1993,RFn,2,473,TA,TA,400,100,144,0,0,MnPrv,0,8,2009,Normal,239900
806,906223210,60,80,9828,IR1,Lvl,Inside,SawyerW,1Fam,2Story,8,5,1995,1995,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,584,544,1128,Y,SBrkr,1142,878,2020,0,0,2,1,3,Gd,8,1,TA,Attchd,1995,RFn,2,466,TA,TA,0,155,0,0,0,NA,0,6,2009,Normal,239500
807,906226060,70,120,26400,Reg,Bnk,FR2,SawyerW,1Fam,2Story,5,7,1880,2007,Gable,HdBoard,Gd,TA,PConc,NA,NA,NA,NA,0,0,0,Y,SBrkr,1288,728,2016,0,0,1,0,4,TA,7,1,TA,Attchd,1900,Unf,2,576,TA,TA,0,0,0,0,0,NA,0,6,2009,Normal,131000
808,906226070,90,64,7018,Reg,Bnk,Inside,SawyerW,Duplex,1Story,5,5,1979,1979,Gable,HdBoard,TA,Fa,Slab,NA,NA,NA,NA,0,0,0,Y,SBrkr,1535,0,1535,0,0,2,0,4,TA,8,0,NA,Attchd,1979,Unf,2,410,TA,TA,0,0,0,0,0,NA,0,6,2009,Alloca,118964
809,906226080,90,64,7018,Reg,Bnk,Inside,SawyerW,Duplex,SFoyer,5,5,1979,1979,Gable,Plywood,TA,TA,CBlock,Gd,TA,Av,GLQ,1086,0,1086,Y,SBrkr,1224,0,1224,2,0,0,2,2,TA,6,2,TA,Detchd,1979,Unf,2,528,TA,TA,120,0,0,0,0,NA,0,6,2009,Alloca,153337
810,906226090,90,64,7018,Reg,Lvl,Inside,SawyerW,Duplex,2Story,5,5,1979,1979,Gable,HdBoard,TA,TA,Slab,NA,NA,NA,NA,0,0,0,Y,SBrkr,1114,1114,2228,0,0,2,0,6,TA,8,0,NA,Detchd,1979,Unf,2,720,TA,TA,73,0,0,0,0,NA,0,6,2009,Alloca,147983
811,906226100,90,64,7018,Reg,Bnk,Inside,SawyerW,Duplex,1Story,5,5,1979,1979,Gable,HdBoard,TA,TA,Slab,NA,NA,NA,NA,0,0,0,Y,SBrkr,1535,0,1535,0,0,2,0,4,TA,8,0,NA,Attchd,1979,Unf,2,400,TA,TA,0,0,0,0,0,GdPrv,0,6,2009,Alloca,118858
812,906226110,90,64,7018,Reg,Bnk,Inside,SawyerW,Duplex,1Story,5,5,1979,1979,Gable,Plywood,TA,TA,Slab,NA,NA,NA,NA,0,0,0,Y,SBrkr,1535,0,1535,0,0,2,0,4,TA,8,0,NA,Attchd,1979,Unf,2,400,TA,TA,0,0,0,0,0,NA,0,6,2009,Alloca,118858
813,906226120,90,64,7018,Reg,Lvl,Inside,SawyerW,Duplex,2Story,5,5,1979,1979,Gable,Plywood,TA,TA,Slab,NA,NA,NA,NA,0,0,0,Y,SBrkr,1120,1120,2240,0,0,2,0,6,TA,12,0,NA,Detchd,1979,Unf,2,528,TA,TA,154,0,0,0,0,NA,0,6,2009,Alloca,142953
814,906226130,90,64,7040,Reg,Lvl,Inside,SawyerW,Duplex,SFoyer,5,5,1979,1979,Gable,Plywood,TA,TA,CBlock,Gd,TA,Av,GLQ,1094,0,1094,Y,SBrkr,1229,0,1229,2,0,0,2,2,Gd,6,2,TA,Detchd,1979,Unf,2,672,TA,TA,120,0,0,0,0,NA,0,6,2009,Alloca,148325
815,906226140,90,64,7007,Reg,Bnk,Inside,SawyerW,Duplex,1Story,5,5,1979,1979,Gable,HdBoard,TA,TA,Slab,NA,NA,NA,NA,0,0,0,Y,SBrkr,1513,0,1513,0,0,2,0,4,TA,8,0,NA,Attchd,1979,Unf,2,400,TA,TA,0,0,0,0,0,NA,0,6,2009,Alloca,113722
816,906230010,90,,11855,Reg,Lvl,Inside,SawyerW,Duplex,2Story,7,5,2000,2000,Hip,VinylSd,TA,TA,PConc,Ex,TA,No,GLQ,820,348,1168,Y,SBrkr,1168,1619,2787,2,0,4,2,6,TA,8,2,TA,BuiltIn,2000,Fin,4,820,TA,TA,312,0,0,0,0,NA,0,10,2009,Normal,269500
817,906230020,90,,7939,Reg,Lvl,Inside,SawyerW,Duplex,2Story,7,5,2000,2000,Hip,VinylSd,TA,TA,PConc,Ex,TA,No,GLQ,820,348,1168,Y,SBrkr,1168,1619,2787,2,0,4,2,6,TA,8,2,TA,BuiltIn,2000,Fin,4,820,TA,TA,312,0,0,0,0,NA,0,10,2009,Normal,269500
818,906230030,90,,7976,Reg,Lvl,Inside,SawyerW,Duplex,2Story,7,5,2000,2000,Hip,VinylSd,TA,TA,PConc,Ex,TA,No,GLQ,820,348,1168,Y,SBrkr,1168,1619,2787,2,0,4,2,6,TA,8,2,TA,BuiltIn,2000,Fin,4,820,TA,TA,312,0,0,0,0,NA,0,10,2009,Normal,269500
819,906340100,20,84,10933,Reg,Lvl,Inside,CollgCr,1Fam,1Story,9,5,2009,2009,Hip,VinylSd,Ex,TA,PConc,Ex,TA,Gd,GLQ,1021,534,1555,Y,SBrkr,1680,0,1680,1,0,1,1,1,Ex,8,1,Gd,Attchd,2009,Fin,3,1138,TA,TA,185,24,0,0,0,NA,0,7,2009,Partial,323262
820,906340110,20,79,10637,Reg,Lvl,Inside,CollgCr,1Fam,1Story,8,5,2007,2008,Hip,VinylSd,Gd,TA,PConc,Ex,TA,Gd,GLQ,1288,417,1705,Y,SBrkr,1718,0,1718,1,0,2,0,3,Gd,7,1,Gd,Attchd,2007,RFn,3,826,TA,TA,208,44,0,0,0,NA,0,9,2009,Normal,297000
821,906340120,20,61,10226,IR1,Lvl,Inside,CollgCr,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,Gd,TA,PConc,Ex,TA,Gd,Unf,0,1622,1622,Y,SBrkr,1630,0,1630,1,0,2,0,3,Ex,8,1,Gd,Attchd,2008,RFn,3,860,TA,TA,172,42,0,0,0,NA,0,1,2009,Normal,295493
822,906340130,20,65,10816,IR1,Lvl,Inside,CollgCr,1Fam,1Story,9,5,2008,2008,Gable,VinylSd,Ex,TA,PConc,Ex,TA,Gd,GLQ,1104,616,1720,Y,SBrkr,1720,0,1720,1,0,2,0,3,Ex,8,1,Gd,Attchd,2008,RFn,3,846,TA,TA,208,104,0,0,0,NA,0,11,2009,Normal,332000
823,906378110,20,71,9178,Reg,Lvl,Inside,CollgCr,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,Unf,0,1468,1468,Y,SBrkr,1468,0,1468,0,0,2,0,3,Gd,6,1,Gd,Attchd,2008,RFn,3,904,TA,TA,192,142,0,0,0,NA,0,6,2009,Normal,239900
824,906380050,60,68,10769,IR1,Lvl,Inside,CollgCr,1Fam,2Story,8,5,2007,2007,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,20,846,866,Y,SBrkr,866,902,1768,0,0,2,1,3,Gd,7,0,NA,Attchd,2007,RFn,2,578,TA,TA,144,105,0,0,0,NA,0,4,2009,Normal,212000
825,906380060,20,77,11422,IR1,Lvl,Inside,CollgCr,1Fam,1Story,8,5,2007,2008,Hip,VinylSd,Gd,TA,PConc,Ex,TA,Av,GLQ,1359,479,1838,Y,SBrkr,1838,0,1838,1,0,2,0,3,Gd,7,2,Gd,Attchd,2007,RFn,2,524,TA,TA,154,222,0,0,0,NA,0,4,2009,Normal,272500
826,906380100,20,122,11923,IR1,Lvl,Corner,CollgCr,1Fam,1Story,9,5,2007,2007,Gable,VinylSd,Gd,TA,PConc,Ex,TA,No,Unf,0,1800,1800,Y,SBrkr,1800,0,1800,0,0,2,0,2,Ex,7,0,NA,Attchd,2007,Fin,2,702,TA,TA,288,136,0,0,0,NA,0,5,2009,Normal,239000
827,906380130,20,68,8814,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,1334,270,1604,Y,SBrkr,1604,0,1604,1,0,2,1,3,Gd,8,1,Gd,Attchd,2006,RFn,2,660,TA,TA,123,110,0,0,0,NA,0,3,2009,Abnorml,220000
828,906380210,20,64,6762,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,902,380,1282,Y,SBrkr,1290,0,1290,1,0,2,0,2,Gd,6,1,Gd,Attchd,2007,RFn,2,662,TA,TA,168,0,0,0,0,NA,0,5,2009,Normal,200000
829,906380220,20,95,10324,IR1,Lvl,Corner,CollgCr,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,872,382,1254,Y,SBrkr,1254,0,1254,1,0,2,0,2,Gd,5,0,NA,Attchd,2008,RFn,3,810,TA,TA,168,92,0,0,0,NA,0,3,2009,Normal,221800
830,906392070,20,64,7314,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,724,508,1232,Y,SBrkr,1232,0,1232,1,0,2,0,2,Gd,6,0,NA,Attchd,2007,RFn,2,632,TA,TA,132,0,0,0,0,NA,0,2,2009,Normal,194500
831,906392110,20,78,11645,Reg,Lvl,Inside,CollgCr,1Fam,1Story,8,5,2005,2006,Gable,VinylSd,Gd,TA,PConc,Ex,TA,Gd,GLQ,24,1474,1498,Y,SBrkr,1498,0,1498,0,0,2,0,3,Gd,7,1,Gd,Attchd,2005,Fin,3,844,TA,TA,144,98,0,0,0,NA,0,3,2009,Normal,237000
832,906392130,60,79,11646,IR1,Lvl,Inside,CollgCr,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,Unf,0,704,704,Y,SBrkr,704,718,1422,0,0,2,1,3,Gd,7,1,Gd,Attchd,2005,Fin,2,440,TA,TA,36,28,0,0,0,NA,0,7,2009,Normal,173000
833,906402060,80,,12800,Reg,Low,Inside,SawyerW,1Fam,SLvl,7,5,1989,1989,Gable,Wd Sdng,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518,0,1518,Y,SBrkr,1644,0,1644,1,1,2,0,2,Gd,5,1,TA,Attchd,1989,Fin,2,569,TA,TA,80,0,0,0,396,NA,0,8,2009,Normal,275000
834,906426210,60,,16698,IR1,HLS,CulDSac,ClearCr,1Fam,2Story,7,5,1992,1993,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,800,649,1449,Y,SBrkr,944,815,1759,1,0,2,1,3,Gd,7,1,TA,Attchd,1992,Unf,2,525,TA,TA,150,193,0,0,0,NA,0,6,2009,Normal,233500
835,906475070,60,,28698,IR2,Low,CulDSac,ClearCr,1Fam,2Story,5,5,1967,1967,Flat,Plywood,TA,TA,PConc,TA,Gd,Gd,LwQ,249,0,1013,Y,SBrkr,1160,966,2126,0,1,2,1,3,TA,7,0,NA,Attchd,1967,Fin,2,538,TA,TA,486,0,0,0,225,NA,0,6,2009,Abnorml,185000
836,907126010,20,82,12464,IR2,Low,Corner,CollgCr,1Fam,1Story,5,5,1996,1996,Gable,VinylSd,TA,Gd,PConc,Gd,TA,No,GLQ,732,308,1040,Y,SBrkr,1040,0,1040,1,0,1,0,3,Gd,6,0,NA,Detchd,2000,Unf,2,576,TA,TA,168,0,0,0,0,GdPrv,0,11,2009,Normal,152000
837,907126050,20,65,9757,Reg,Low,Inside,CollgCr,1Fam,1Story,5,7,1994,1994,Gable,VinylSd,TA,Gd,PConc,TA,TA,No,ALQ,755,235,990,Y,SBrkr,990,0,990,1,0,1,0,3,TA,5,0,NA,Attchd,1995,RFn,1,440,TA,TA,66,0,0,0,92,NA,0,10,2009,Normal,143000
838,907130100,60,65,15426,IR1,Lvl,Inside,CollgCr,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,TA,TA,PConc,Gd,TA,No,GLQ,821,107,928,Y,SBrkr,928,836,1764,1,0,2,1,3,Gd,7,0,NA,Attchd,1997,RFn,2,470,TA,TA,276,99,0,0,0,MnPrv,0,8,2009,Normal,231500
839,907131090,60,43,10667,IR2,Lvl,CulDSac,CollgCr,1Fam,2Story,7,6,1996,1996,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,385,70,799,Y,SBrkr,827,834,1661,1,0,2,1,3,Gd,6,1,TA,Attchd,1996,RFn,2,550,TA,TA,158,61,0,0,0,NA,0,4,2009,Normal,212000
840,907131190,20,65,14753,IR2,Low,Inside,CollgCr,1Fam,1Story,7,5,1998,1998,Gable,VinylSd,TA,TA,PConc,Gd,TA,Mn,GLQ,950,513,1463,Y,SBrkr,1463,0,1463,1,0,2,0,3,TA,5,0,NA,Attchd,1998,Fin,2,539,TA,TA,0,81,0,0,0,GdPrv,0,12,2009,Normal,207000
841,907135040,20,112,10859,Reg,Lvl,Corner,CollgCr,1Fam,1Story,5,5,1994,1995,Gable,VinylSd,TA,TA,PConc,Gd,TA,No,Unf,0,1097,1097,Y,SBrkr,1097,0,1097,0,0,1,1,3,TA,6,0,NA,Attchd,1995,Unf,2,672,TA,TA,392,64,0,0,0,NA,0,6,2009,Normal,145000
842,907135170,20,60,8072,Reg,Lvl,Inside,CollgCr,1Fam,1Story,5,5,1994,1995,Gable,VinylSd,TA,Gd,PConc,Gd,Gd,No,ALQ,746,244,990,Y,SBrkr,990,0,990,1,0,1,0,3,TA,5,0,NA,Detchd,2000,Unf,2,480,TA,TA,0,64,0,0,0,NA,0,5,2009,Normal,138000
843,907175100,60,80,10400,Reg,Lvl,Corner,CollgCr,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,TA,TA,PConc,Gd,TA,Av,Unf,0,866,866,Y,SBrkr,866,913,1779,0,0,2,1,3,Gd,6,0,NA,Attchd,1998,RFn,2,546,TA,TA,198,36,0,0,0,NA,0,3,2009,Normal,197900
844,907180130,20,78,10335,IR1,Lvl,Inside,CollgCr,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Gd,GLQ,679,811,1490,Y,SBrkr,1501,0,1501,1,0,2,0,3,Gd,6,0,NA,Attchd,1999,RFn,2,577,TA,TA,144,29,0,0,0,NA,0,6,2009,Normal,204000
845,907181100,20,68,9017,IR1,Lvl,Inside,CollgCr,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,560,871,1431,Y,SBrkr,1431,0,1431,1,0,2,0,3,Gd,6,0,NA,Attchd,1999,Fin,2,666,TA,TA,0,35,0,0,0,NA,0,9,2009,Normal,192000
846,907185050,60,70,8750,Reg,Lvl,Inside,CollgCr,1Fam,2Story,6,5,1998,1998,Gable,VinylSd,TA,TA,PConc,Gd,TA,No,GLQ,606,322,928,Y,SBrkr,928,844,1772,1,0,2,1,3,TA,7,1,TA,Attchd,1998,RFn,2,492,TA,TA,150,96,0,0,0,NA,0,4,2009,Normal,200000
847,907192030,60,68,8935,IR1,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,831,831,Y,SBrkr,831,829,1660,0,0,2,1,3,Gd,7,0,NA,Attchd,2002,RFn,2,493,TA,TA,144,68,0,0,0,NA,0,7,2009,Normal,195000
848,907192090,20,67,9808,IR1,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,788,785,1573,Y,SBrkr,1573,0,1573,1,0,2,0,3,Gd,6,0,NA,Attchd,2002,RFn,2,544,TA,TA,0,72,0,0,0,NA,0,3,2009,Normal,227000
849,907194010,60,79,12420,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,666,278,944,Y,SBrkr,944,896,1840,1,0,2,1,3,Gd,6,0,NA,Attchd,2001,RFn,2,622,TA,TA,0,45,0,0,0,NA,0,6,2009,Normal,230000
850,907194110,20,67,16285,IR2,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2001,2002,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,1413,1413,Y,SBrkr,1430,0,1430,0,0,2,0,3,Gd,6,0,NA,Attchd,2001,RFn,2,605,TA,TA,0,33,0,0,0,NA,0,6,2009,Normal,187100
851,907194160,20,65,10739,IR1,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2002,2001,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,1259,172,1431,Y,SBrkr,1444,0,1444,1,0,2,0,3,Gd,6,0,NA,Attchd,2002,RFn,2,577,TA,TA,144,40,0,0,0,NA,0,4,2009,Normal,203000
852,907196060,20,75,11166,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2001,2001,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Mn,GLQ,24,1468,1492,Y,SBrkr,1492,0,1492,0,0,2,0,3,Gd,6,1,TA,Attchd,2001,RFn,2,608,TA,TA,0,114,0,0,168,NA,0,7,2009,Family,201000
853,907200230,20,60,8430,Reg,HLS,Inside,CollgCr,1Fam,1Story,5,5,1978,1978,Gable,HdBoard,TA,TA,CBlock,Gd,TA,No,Rec,616,424,1040,Y,SBrkr,1040,0,1040,0,0,2,0,3,TA,5,0,NA,NA,,NA,0,0,NA,NA,0,0,0,0,0,NA,0,8,2009,Normal,124000
854,907201220,20,,16269,IR1,Lvl,CulDSac,CollgCr,1Fam,1Story,5,5,1978,1978,Gable,MetalSd,TA,TA,BrkTil,Gd,TA,Av,GLQ,625,282,907,Y,SBrkr,907,0,907,0,0,1,0,3,TA,5,0,NA,Attchd,1978,Unf,1,343,TA,TA,72,0,0,0,0,MnPrv,0,7,2009,Normal,140000
855,907201280,20,76,6950,IR1,Lvl,Inside,CollgCr,1Fam,1Story,5,7,1979,1979,Gable,HdBoard,TA,TA,CBlock,TA,TA,No,ALQ,710,132,914,Y,SBrkr,914,0,914,1,0,1,0,2,TA,5,0,NA,Attchd,1979,Unf,2,444,TA,TA,0,0,0,0,0,NA,0,10,2009,Normal,134900
856,907202050,20,61,8800,IR1,Lvl,Inside,CollgCr,1Fam,1Story,5,7,1977,2008,Gable,HdBoard,TA,TA,CBlock,Gd,TA,Mn,LwQ,532,364,1040,Y,SBrkr,1040,0,1040,0,0,2,0,3,Gd,5,0,NA,Detchd,1977,Unf,2,484,TA,TA,0,0,0,0,288,NA,0,9,2009,Normal,150500
857,907202080,20,,7000,IR1,Lvl,CulDSac,CollgCr,1Fam,1Story,5,8,1978,2005,Gable,VinylSd,Gd,Gd,CBlock,TA,TA,No,ALQ,646,218,864,Y,SBrkr,864,0,864,1,0,1,0,3,TA,6,0,NA,Attchd,1978,Unf,1,336,TA,TA,0,0,0,0,0,GdWo,0,7,2009,Normal,136500
858,907202130,20,,9286,IR1,Lvl,CulDSac,CollgCr,1Fam,1Story,5,7,1977,1989,Gable,HdBoard,TA,TA,CBlock,Gd,Gd,Av,ALQ,196,1072,1268,Y,SBrkr,1268,0,1268,0,0,1,1,3,Gd,5,0,NA,Detchd,1978,Unf,1,252,TA,TA,173,0,0,0,0,NA,0,10,2009,Normal,143500
859,907227030,20,36,15523,IR1,Lvl,CulDSac,CollgCr,1Fam,1Story,5,6,1972,1972,Gable,HdBoard,TA,TA,CBlock,TA,TA,Av,BLQ,460,404,864,Y,SBrkr,864,0,864,1,0,1,0,3,TA,5,1,Fa,Attchd,1972,Unf,1,338,TA,TA,0,0,0,0,0,NA,0,8,2009,Normal,133500
860,907227080,20,60,7200,Reg,Low,Inside,CollgCr,1Fam,1Story,5,5,1972,1972,Hip,MetalSd,TA,TA,CBlock,TA,TA,Av,Rec,777,117,894,Y,SBrkr,894,0,894,0,0,1,0,2,TA,6,0,NA,Detchd,1985,RFn,2,600,TA,TA,215,0,0,0,0,NA,0,9,2009,Normal,123000
861,907227110,85,60,7200,Reg,Lvl,Inside,CollgCr,1Fam,SFoyer,5,8,1972,2003,Gable,WdShing,TA,Gd,CBlock,Gd,TA,Av,GLQ,660,108,768,Y,SBrkr,768,0,768,0,1,1,0,2,TA,5,0,NA,Detchd,1974,Fin,1,396,TA,TA,192,0,0,0,0,MnPrv,0,4,2009,Normal,133900
862,907227290,85,70,8445,Reg,Lvl,Corner,CollgCr,1Fam,SFoyer,5,7,1972,2007,Gable,HdBoard,TA,TA,CBlock,Gd,TA,Av,GLQ,656,112,768,Y,SBrkr,768,0,768,1,0,1,0,2,TA,5,0,NA,Detchd,1988,Unf,2,396,TA,TA,58,0,0,0,0,MnPrv,0,3,2009,Normal,133000
863,907250070,20,90,11664,Reg,Lvl,Corner,CollgCr,1Fam,1Story,7,5,2002,2002,Hip,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,1234,335,1569,Y,SBrkr,1611,0,1611,1,0,2,0,3,Gd,6,0,NA,Attchd,2002,RFn,3,1231,TA,TA,262,93,0,0,0,NA,0,9,2009,Normal,250000
864,907252060,60,,12334,IR1,Lvl,Inside,CollgCr,1Fam,2Story,8,5,2003,2003,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,Unf,0,1068,1068,Y,SBrkr,1068,1116,2184,0,0,2,1,4,Gd,8,1,Gd,BuiltIn,2003,RFn,2,570,TA,TA,192,132,0,0,0,NA,0,6,2009,Normal,254750
